# cam_id width height fx fy cx cy k1 k2 p1 p2 cam_name qvecw qvecx qvecy qvecz tvecx tvecy tvecz
11 1280 720 1089.6908673923726 1089.2830851391873 598.0276759441351 370.56517265250716 -0.4133157943043392 0.16328525468288332 -0.00022987769182402322 -5.658390470714153e-05 brics-sbc-007_cam1 0.9996087709893156 -0.00816156128785652 -0.02523890543995894 0.00887082469489892 0.2692194956979226 0.4593809409794606 3.126497578816203
12 1280 720 1043.9651797056074 1046.9752903735307 625.0798732569957 344.35381823041826 -0.3967930695727012 0.16657909016100483 0.00033682324633088975 -0.0005968813952920064 brics-sbc-008_cam0 0.8645309690638578 -0.3841609975559968 -0.3182600448003603 -0.060967822414461234 0.5695407821807593 -0.5997205177060526 3.7099081505875824
13 1280 720 1090.2433448525926 1090.445884000245 643.7135396471737 326.2904258874419 -0.42236399048998524 0.17207924240086192 0.003995148134348869 -0.0032356968059672067 brics-sbc-008_cam1 0.8661408319702653 -0.4921470379461954 -0.07413577141408745 -0.04577378760252449 0.21576876613286547 -0.3228218445093545 3.2904668480813872
14 1280 720 1070.1700789289807 1072.2261490904752 680.2960449849205 349.87287138626806 -0.4018435378362454 0.1235302274832284 -0.0021552752711444566 0.0018235550920009647 brics-sbc-009_cam0 0.8747221630466049 -0.46665917198137163 0.1273893352143755 0.029365148635226254 -0.20432832605802592 -0.5498769650444632 3.6118845303146108
15 1280 720 1085.5866044906918 1082.1754874201145 631.0592088699606 326.832326918535 -0.4297941397053607 0.2102794400333581 0.003079073391820404 0.001343673447323637 brics-sbc-009_cam1 0.9509696757044906 -0.19782690308510112 0.2375657571863882 0.009148951782147783 0.1674468531008651 -0.4876556220608469 3.086483460311786
16 1280 720 1052.2944550727386 1048.8125994600316 645.4948466130245 362.4721142772771 -0.40121138852580623 0.1421995989820361 -0.0011081599080534793 0.0020266070058533774 brics-sbc-010_cam0 0.9839701306559251 -0.16767021286423234 -0.041379514548944125 -0.044465913582411414 0.36218566038027095 -0.5200902370681381 2.37262133333643
17 1280 720 1091.1927559362462 1086.799184765474 650.742235214915 350.6174224767726 -0.41595200263861387 0.17372402479458027 0.0018639323192147059 0.0007013504684220346 brics-sbc-010_cam1 0.9200314542896855 -0.17615669993765004 -0.32213748439006284 -0.13688820743776794 0.39942201761321183 -0.34187638890636196 3.42061676635861
18 1280 720 1080.4400138701749 1084.8692865439268 647.9314047092498 287.7962882966808 -0.4133660356260806 0.17673238351722717 -5.902646715937803e-05 0.0003129564529886494 brics-sbc-011_cam0 0.865953988879622 -0.14905836050912966 0.4214255357922336 0.22428957195560967 0.12965699631396607 0.8568646755105589 3.4522394147770536
19 1280 720 1070.0085094674955 1061.789102057513 636.3021880049994 319.5855708072935 -0.41970755836541135 0.18022171279587107 0.0046327067602145765 0.008584918074222311 brics-sbc-012_cam0 0.6533243087437063 -0.011301124022258557 0.6596149295029572 0.3714132159431068 -1.3051798574996565 -0.2786175973893268 3.396304579238872
20 1280 720 1075.9401625466344 1075.708128137443 640.8152695657676 329.6231369312865 -0.3847266736457083 0.1271567909828884 0.0028590406983546967 -0.0008822503314296862 brics-sbc-012_cam1 0.7340152895926353 -0.016572570329515503 0.5746304318371568 0.3615892301542677 -0.1510478583196359 -0.07651732765967152 3.1199140355200172
21 1280 720 1056.2033770907747 1049.7636217320573 626.8094021200932 368.04778293660314 -0.4070915500554516 0.16910399865545242 -0.0026488488672656027 -4.9388200885393595e-05 brics-sbc-013_cam0 0.527535053349279 -0.41722331365373605 0.7398826224389584 -0.01432407220099806 0.7911319525939178 -0.20369247772747343 2.942736650832268
22 1280 720 1090.14314983727 1092.3770729504283 666.8059780168782 366.6322321412296 -0.4055521367655354 0.16313991805364017 -0.0010640122842670268 0.00041881781858733717 brics-sbc-013_cam1 0.7758653537106603 -0.37679882782760704 0.49639304315208777 -0.09823208726980683 0.23490996896394845 -0.6021648020701134 3.615332767264515
